Item id,Name,Brand,Category,Item Url,Final price,Final price currency,Base price,Base price currency,Picture url,Category id
3205870,New Balance ML574BD2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574bd2,299.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/d734494dfd91942df5a045be92dfdf30,13164
3205869,New Balance ML574BA2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574ba2,279.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/06c5270eb7777f7da2361bb45578efa7,13164
3205781,New Balance ML574SRP,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574srp,329.99,PLN,429.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/02ebaf74dc79d9658d101293b0c233ce,13164
3205660,New Balance ML574PO2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574po2,369.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/537257fd1814be80352f85ffbc12453f,13164
3205638,New Balance ML574PU2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574pu2,299.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/153099af972b36e4946b48631b560cc3,13164
3205637,New Balance ML574PR2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574pr2,369.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/d68cae572c7ca55f0b6105b5fbe256c0,13164
3205594,New Balance ML574AB2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574ab2,369.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/974d2472a2991437bb516ac2b4b1e278,13164
3205593,New Balance ML574AA2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574aa2,369.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/2587067d43b438f424549c97dd6442c2,13164
3205439,New Balance ML574AD2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574ad2,369.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/310d45ba9d74098c7e88d86293a85b41,13164
3205438,New Balance ML574AC2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574ac2,369.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/4660952879d205eddc85ca6257e92b49,13164
3205342,New Balance ML574NR2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574nr2,259.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/715fb3327a5e0259b547c4b3e3bc4d49,13164
3205341,New Balance ML574NE2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574ne2,229.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/11537a9f2a3c10ad1ac6ff96fe06ffc5,13164
3205340,New Balance ML574NA2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574na2,249.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/bc1cee3df106d3238eb4734c01d5b42a,13164
3205254,New Balance ML574NT2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574nt2,249.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/9a920a5360f12938297a65d5edf1a415,13164
3205170,New Balance U574GDY,New Balance,Seria 574,https://nbsklep.pl//new_balance_u574gdy,369.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/cec362444dd754c85e7baa909c3f8023,13164
3205044,New Balance ML574SG2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574sg2,229.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/e8d98ac67354ed7951e168a2d17465ff,13164
3205037,New Balance ML574SJ2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574sj2,249.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/7769b95d01e2e931f7ea8ba1f9d3d6c0,13164
3205017,New Balance ML574DTB,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574dtb,249.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/5983a4b47d0cac15ca117c2f3053e0f2,13164
3204981,New Balance ML574ES2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574es2,249.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/4b371a8eaab25f2105c6876ce5afffce,13164
3204917,New Balance ML574SO2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574so2,229.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/62e36a1fbd1387615c76339740c406f8,13164
3204916,New Balance ML574EG2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574eg2,249.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/75d39eb89b833e2c87f581f096be0470,13164
3204820,New Balance ML574DTA,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574dta,229.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/1ab865cc8e09954b4cf78d4681733b08,13164
3204799,New Balance ML574MS2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574ms2,249.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/c3468027cd1564dc4822ed9980b4ab2a,13164
3204797,New Balance ML574ME2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574me2,229.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ee11cfa57aad8ed02042e29c2d04d287,13164
3204788,New Balance ML574ER2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574er2,229.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/bc897036aacfb793c97d2b04b8099820,13164
3204752,New Balance ML574HF2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574hf2,199.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/5b8059e85839924fd5bf66eaf3f17b2d,13164
3204750,New Balance ML574HD2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574hd2,199.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/6d100bea5ca78d76a62be72dc164bb09,13164
3204749,New Balance ML574HC2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574hc2,229.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/c9c81b43597d11de1c3f12208b315ee9,13164
3204748,New Balance ML574HB2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574hb2,229.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/aeae28574a13ce5713cc89f45f0aa7f7,13164
3204747,New Balance ML574HA2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574ha2,249.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/f3a24a23a24fdce623f3395b1efede91,13164
3204731,New Balance ML574ISC,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574isc,249.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/c6b6f5e911b04665fc5da152310c15e4,13164
3204709,New Balance ML574EE2,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574ee2,249.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/b8ff8dce861a65c1129c6b09b17ae3b8,13164
3204063,New Balance ML574MC2,New Balance,Seria 574,https://nbsklep.pl//klasyczne_new_balance_ml574mc2,199.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ml574mc2_2,13164
3203916,New Balance ML574GYX,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574gyx,199.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ml574gyx_2,13164
3203891,New Balance ML574XAA,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574xaa,229.99,PLN,399.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ml574xaa_2,13164
3203801,New Balance ML574GRD,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574grd,199.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ml574grd_2,13164
3202517,New Balance ML574EAG,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574eag,229.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ml574eag_2,13164
3202315,New Balance ML574SOJ,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574soj,259.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ml574soj_2,13164
3201285,New Balance ML574NBA,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574nba,329.99,PLN,399.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ml574nba_2_1,13164
3197218,New Balance ML574LPN,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574lpn,399.99,PLN,399.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ml574lpn_2,13164
3197216,New Balance ML574EPC,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574epc,399.99,PLN,399.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ml574epc_2,13164
3195650,New Balance ML574EGG,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574egg,349.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ml574egg_2_1,13164
